index,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,success_rate,price_range
971,Celkon,Android,7.75,no,no,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,4.187075661,4.239454497,failure,failure
973,Coolpad,Android,12.83,yes,no,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,4.564348191,5.85904682,success,failure
974,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,4.132121927,4.784570814,success,failure
975,Coolpad,Android,12.83,yes,no,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,4.443004135,5.30420003,success,failure
976,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,4.527532916,5.344055258,success,success
977,Coolpad,Android,12.83,yes,no,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,4.53464042,6.04339264,success,failure
978,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,4.231784971,4.702206148,success,failure
979,Coolpad,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,4.55039716,5.207133661,success,failure
980,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,4.201553369,5.190398024,failure,failure
981,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,4.207226719,4.379523504,success,failure
982,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,4.146146061,5.299067085,failure,failure
983,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,4.107096246,4.769158036,failure,failure
984,Coolpad,Android,12.83,yes,no,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,4.91125685,5.941748955,success,failure
985,Coolpad,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,4.046553898,4.871219958,failure,failure
986,Coolpad,Android,10.34,yes,no,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,4.274858931,5.193567775,success,failure
987,Coolpad,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,4.204095426,4.686381441,success,failure
988,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,4.131158535,4.774490931,failure,failure
989,Coolpad,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,4.590259573,5.301263024,success,failure
990,Coolpad,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,4.349890765,5.082521753,success,failure
991,Coolpad,Android,10.34,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,4.243339115,5.021179508,success,failure
992,Others,Android,25.53,yes,no,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,4.964730962,6.129268051,success,failure
993,Others,Android,20.42,yes,no,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,4.658047226,5.517332407,failure,failure
994,Others,Android,20.32,no,no,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,4.273466561,4.865455368,success,failure
995,Others,Android,17.78,no,no,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,3.834061464,4.585171539,success,failure
996,Others,Android,20.35,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,5.820705882,6.801738993,success,success
997,Others,Android,12.57,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,4.14472077,4.874051629,success,failure
998,Others,Android,12.57,no,no,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,4.403910428,4.517758729,success,success
999,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,4.395066248,5.43929596,success,success
1000,Others,Others,5.28,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,3.277144733,3.693618208,success,success
1001,Others,Android,5.18,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,4.263524591,4.786074072,success,failure
1002,Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,5.163470824,6.109669716,success,failure
1003,Others,Android,12.93,yes,no,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,4.933538244,5.885409346,success,failure
1004,Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,4.619368905,5.246286958,success,success
1005,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,4.410006521,4.781976562,success,failure
1006,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,3.97724879,4.385271365,success,failure
1007,Others,Android,12.75,yes,no,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,4.892902257,5.799122957,success,failure
1008,Others,Others,5.18,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,3.24376354,3.881976084,success,failure
1009,Others,Others,5.18,yes,no,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,3.259249719,3.667144962,success,failure
1010,Others,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,3.055886196,4.05958057,failure,failure
1011,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,4.037068494,4.388008706,success,success
1012,Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,3.88567903,4.270536259,failure,failure
1013,Others,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,3.897924081,4.628593701,failure,failure
1014,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,4.512616204,5.255201075,failure,failure
1015,Others,Android,10.16,no,no,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,3.985830933,4.59643212,failure,failure
1016,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,4.355682659,6.089452955,failure,failure
1017,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,3.902376628,4.949610592,success,failure
1018,Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,4.140114296,4.997279839,success,failure
1019,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,3.664586762,5.302608148,success,failure
1020,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,4.499365127,5.39648709,failure,failure
1021,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,4.254761284,5.561296826,failure,failure
1022,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,4.484921613,5.39494486,failure,failure
1023,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,4.143610804,5.011035214,success,failure
1024,Gionee,Android,13.84,yes,no,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,4.351567427,4.879994956,success,failure
1025,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,4.902975842,6.213807778,success,failure
1026,Gionee,Android,15.21,yes,no,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,4.961655112,5.7676958,success,failure
1027,Gionee,Android,12.88,yes,no,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,4.789073824,5.298367365,success,failure
1028,Gionee,Android,16.33,yes,no,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,4.999506936,6.507695536,success,failure
1029,Gionee,Android,15.24,yes,no,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,4.881513214,5.553889385,success,failure
1030,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,4.372481222,5.889957708,success,failure
1031,Gionee,Android,15.24,yes,no,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,4.991656327,6.131726365,success,failure
1032,Gionee,Android,15.24,yes,no,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,4.825670246,5.915042361,success,failure
1033,Gionee,Android,12.83,yes,no,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,4.571303116,5.635503634,success,failure
1034,Gionee,Android,12.78,yes,no,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,4.260141447,5.520700629,success,failure
1035,Gionee,Android,12.88,yes,no,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,5.674628257,7.047204129,success,failure
1036,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,4.195395806,5.347583608,success,success
1037,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,4.310262068,4.942713278,success,failure
1038,Gionee,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,4.465563232,5.916633236,failure,failure
1039,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,4.356452384,5.248864483,success,failure
1040,Gionee,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,4.645640119,5.63432521,failure,failure
1041,Gionee,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,5.007497042,5.971236329,success,failure
1042,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,3.745968421,4.485485343,success,failure
1043,Gionee,Android,10.21,yes,no,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,5.073359671,6.307478942,success,failure
1044,Gionee,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,5.161695489,6.110025058,success,failure
1045,Gionee,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,4.199905058,4.78574021,failure,failure
1046,Gionee,Android,12.83,yes,no,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,4.295106163,5.823726137,success,failure
1047,Gionee,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,4.336898507,6.039516344,failure,failure
1048,Gionee,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,4.507667605,5.131613221,success,failure
1049,Gionee,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,3.573468603,4.512287059,failure,failure
1050,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,4.803036954,5.667740703,success,failure
1051,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,136.6,2015,967,4.138520925,4.87557893,failure,failure
1052,Gionee,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,5.3574821,6.174743978,failure,failure
1053,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,4.548494009,5.392672545,failure,failure
1054,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,5.004885462,5.799153259,success,failure
1055,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,176.0,2015,886,3.883829271,4.791068671,success,failure
1056,Gionee,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2700.0,125.3,2015,623,4.904904339,5.985672807,success,failure
1057,Gionee,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.3,2014,950,4.160912273,5.137737732,failure,failure
1058,Gionee,Android,10.36,no,no,8.0,5.0,16.0,4.0,2050.0,97.7,2014,911,4.185555442,5.479054335,failure,failure
1059,Gionee,Android,12.7,no,no,5.0,2.0,32.0,4.0,1950.0,150.0,2015,595,4.033709524,4.802380355,success,success
1060,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,88.2,2014,547,3.89324785,4.598246271,success,success
1061,Gionee,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,4.783232686,5.602635293,success,failure
1062,Gionee,Android,10.34,no,no,13.0,0.3,16.0,4.0,1800.0,142.9,2013,1000,4.461415282,5.427106281,failure,failure
1063,Gionee,Android,12.83,yes,no,16.0,8.0,16.0,4.0,2500.0,150.0,2013,738,4.632104187,5.831325137,success,failure
1064,Gionee,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,142.9,2013,632,4.417031744,5.522580291,success,failure
1065,Gionee,Android,10.36,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2013,894,4.360675309,5.297066585,success,failure
1066,Gionee,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,142.9,2013,753,3.86388263,5.192289962,success,failure
1067,Gionee,Android,12.7,no,no,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,3.689129423,4.865532448,success,failure
1068,Gionee,Android,12.88,no,no,13.0,5.0,16.0,4.0,3200.0,115.35,2014,939,4.256179925,5.395534817,failure,failure
1069,Gionee,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,142.9,2013,682,3.660222745,4.699297849,success,failure
1070,Gionee,Android,12.78,no,no,8.0,2.0,16.0,4.0,3000.0,142.9,2013,755,3.938664936,5.063923264,success,failure
1071,Gionee,Android,12.7,no,no,8.0,0.3,16.0,4.0,2100.0,142.9,2013,541,3.740047741,4.603268379,success,success
1072,Gionee,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,872,3.374511116,4.524285457,success,failure
1073,Gionee,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,779,3.348850901,4.249209273,success,failure
1074,Gionee,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,142.9,2013,602,3.104586678,4.099166253,success,failure
1075,Gionee,Android,10.03,no,no,2.0,0.3,16.0,4.0,1700.0,142.9,2013,848,3.47010136,4.494908792,success,failure
1076,Gionee,Android,7.75,no,no,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,3.335057579,4.097173889,success,failure
1077,Gionee,Android,10.24,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,834,3.812865434,4.606968568,success,failure
1078,Gionee,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,3.535145354,4.698113932,success,failure
1079,Gionee,Android,11.81,no,no,8.0,1.0,16.0,4.0,2100.0,142.9,2013,719,4.346787983,5.140844508,success,failure
1082,Google,Android,12.7,yes,no,12.2,8.0,64.0,4.0,2700.0,143.0,2017,890,4.825028346,6.310845121,success,failure
1083,Google,Android,15.24,yes,no,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,5.247760643,6.272367443,success,success
1084,Google,Android,12.83,yes,no,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,5.042586055,5.936955562,failure,failure
1085,Google,Android,12.7,yes,no,12.3,8.0,32.0,4.0,2770.0,143.0,2016,848,4.565077092,5.671810095,success,failure
1086,Google,Android,25.45,no,no,8.0,2.0,32.0,4.0,9240.0,517.0,2015,584,5.032201072,5.826059103,success,success
1087,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,160.0,2017,556,4.177306083,4.783734694,success,success
1088,Honor,Android,15.77,yes,no,13.0,32.0,256.0,4.0,3400.0,164.0,2019,372,5.303105883,5.343147318,success,success
1089,Honor,Android,15.77,yes,no,13.0,32.0,128.0,4.0,3400.0,164.0,2019,289,4.974178757,5.634396669,success,success
1090,Honor,Android,15.47,yes,no,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,4.782144136,5.296165052,success,success
1091,Honor,Android,20.32,yes,no,8.0,8.0,64.0,4.0,5100.0,310.0,2019,190,4.789822358,5.295964601,success,success
1092,Honor,Android,15.34,yes,no,13.0,25.0,256.0,4.0,4000.0,180.0,2018,410,5.414677168,6.346828632,success,success
1093,Honor,Android,16.23,yes,no,13.0,16.0,128.0,4.0,3500.0,206.0,2019,396,5.131081447,6.218121918,success,success
1094,Honor,Android,16.23,yes,no,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,4.896570338,6.309263518,success,success
1095,Honor,Android,15.47,yes,no,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,4.270955399,4.610356713,success,success
1096,Honor,Android,15.77,yes,no,13.0,24.0,64.0,4.0,3400.0,162.0,2018,720,4.743278588,5.345391774,success,failure
1097,Honor,Android,15.9,yes,no,13.0,8.0,32.0,4.0,4000.0,167.0,2018,680,4.353241283,5.136386499,success,failure
1098,Honor,Android,15.37,yes,no,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,4.961234944,5.602598411,success,failure
1099,Honor,Android,18.08,yes,no,13.0,8.0,64.0,4.0,5000.0,210.0,2018,535,4.64851699,5.521660898,success,success
1100,Honor,Android,17.65,yes,no,13.0,13.0,128.0,4.0,5000.0,230.0,2018,557,4.698296164,5.989412443,success,success
1101,Honor,Android,14.83,yes,no,13.0,16.0,64.0,4.0,3000.0,152.0,2018,626,4.938637914,5.390303847,success,failure
1102,Honor,Android,15.32,yes,no,13.0,16.0,64.0,4.0,3750.0,176.0,2018,455,5.078667704,5.766381616,success,success
1103,Honor,Android,13.84,yes,no,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,4.406475315,4.700389453,success,failure
1104,Honor,Android,14.83,yes,no,13.0,24.0,64.0,4.0,3400.0,153.0,2018,420,5.302857047,5.993612239,success,success
1105,Honor,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,4.243769809,4.776093698,success,failure
1106,Honor,Android,15.21,yes,no,13.0,8.0,32.0,4.0,3000.0,164.0,2018,641,4.480400299,5.293103799,success,failure
1107,Honor,Android,14.35,yes,no,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,4.671613143,5.242170206,success,failure
1108,Honor,Android,15.06,yes,no,13.0,8.0,64.0,4.0,3340.0,165.0,2017,628,4.819555496,5.663828159,success,failure
1109,Honor,Android,15.21,yes,no,13.0,13.0,128.0,4.0,3750.0,172.0,2017,814,4.687303016,5.917091155,success,failure
1110,Honor,Android,12.75,yes,no,13.0,8.0,32.0,4.0,3000.0,145.0,2017,632,4.609759638,5.192734604,success,failure
1111,Honor,Android,13.08,yes,no,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,4.477450444,5.742682624,success,failure
1112,Honor,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3020.0,143.0,2017,683,4.177459469,4.856551279,success,failure
1113,Honor,Android,12.88,yes,no,12.0,8.0,64.0,4.0,4000.0,184.0,2017,557,4.825670246,5.969448973,success,success
1114,Honor,Android,12.93,yes,no,12.0,8.0,64.0,4.0,2900.0,145.0,2016,729,4.839767887,5.989713014,success,failure
1115,Honor,Android,12.88,yes,no,12.0,8.0,32.0,4.0,3500.0,170.0,2016,675,4.714114273,5.767038924,success,failure
1116,Honor,Android,20.32,yes,no,8.0,2.0,16.0,4.0,4800.0,340.0,2016,1027,4.356324137,5.433765671,failure,failure
1117,Honor,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3300.0,162.0,2016,595,4.703928958,5.187665096,success,success
1118,Honor,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,4.29374172,4.932169121,success,failure
1119,Honor,Android,15.39,yes,no,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,4.420405648,5.992014396,failure,failure
1120,Honor,Android,12.75,yes,no,12.0,8.0,32.0,4.0,3000.0,153.0,2016,1039,4.790487252,5.555630434,failure,failure
1121,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,672,4.424607082,4.78548974,success,failure
1122,Honor,Android,12.75,yes,no,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,4.596835549,5.135739612,success,success
1123,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,4.455393261,4.946416722,failure,failure
1124,Honor,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,158.0,2015,826,4.46383701,5.193512252,success,failure
1125,Honor,Android,12.75,yes,no,13.0,13.0,32.0,4.0,3100.0,160.0,2015,592,4.765416535,5.737604023,success,success
1126,Honor,Android,12.75,yes,no,20.0,8.0,16.0,4.0,3100.0,157.0,2015,960,4.405132623,5.705481031,failure,failure
1127,Honor,Android,10.29,no,no,8.0,2.0,32.0,4.0,1730.0,159.0,2015,894,3.883006056,4.248209487,success,failure
1128,Honor,Android,12.7,no,no,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,4.315352501,5.137913845,success,failure
1129,Honor,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3600.0,165.0,2014,1083,4.321878462,5.765253797,failure,failure
1130,Honor,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,165.0,2014,904,4.572337029,5.294409742,failure,failure
1131,Honor,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,700,3.981362484,4.62399194,success,failure
1132,Honor,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,847,3.855875845,4.605070181,success,failure
1133,Honor,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,545,3.872658282,4.862057943,success,success
1134,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3100.0,130.0,2014,829,4.640151155,5.674628257,success,failure
1135,Honor,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2014,668,4.142658423,5.297517046,success,failure
1136,Honor,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2300.0,140.0,2014,805,4.50821866,5.295062074,success,failure
1137,Honor,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2013,1083,4.49880917,5.515644033,failure,failure
1138,Honor,Android,12.7,no,no,8.0,5.0,32.0,4.0,2300.0,140.0,2013,1090,4.159195535,4.947198388,failure,failure
1139,Honor,Android,10.34,no,no,13.0,1.3,32.0,4.0,2150.0,138.0,2013,840,4.390862483,5.433328913,success,failure
1140,Others,Windows,15.14,yes,no,16.0,8.0,64.0,4.0,4150.0,195.0,2016,711,5.427853288,6.550308609,success,failure
1141,Others,Android,30.56,no,no,8.0,2.0,32.0,4.0,2500.0,850.0,2015,652,5.239310186,6.194772671,success,failure
1142,Others,Android,25.43,no,no,5.0,2.0,16.0,4.0,8380.0,855.0,2015,889,5.163585253,5.480263853,success,failure
1143,Others,Android,19.96,no,no,8.0,2.0,16.0,4.0,5900.0,350.0,2015,976,4.849135453,5.965608133,failure,failure
1144,Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,160.0,2014,900,4.054216771,5.304050898,success,failure
1145,Others,Android,17.65,no,no,5.0,0.3,32.0,4.0,3000.0,305.0,2014,806,4.494350351,4.957445466,success,failure
1146,Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2800.0,294.8,2014,634,4.18235544,4.240607069,success,failure
1147,Others,Android,19.94,no,no,2.0,0.3,16.0,4.0,3800.0,313.0,2014,664,4.297285406,4.792230497,success,failure
1148,Others,Android,17.78,yes,no,13.0,5.0,16.0,4.0,5000.0,239.0,2014,678,5.062088576,5.996277944,success,failure
1149,Others,Android,17.78,no,no,5.0,2.0,16.0,4.0,4100.0,325.0,2014,601,4.613039144,5.198938923,success,failure
1150,Others,Android,15.24,no,no,5.0,2.0,16.0,4.0,3000.0,160.0,2014,930,4.459450532,5.595863132,failure,failure
1151,Others,Android,25.4,no,no,5.0,2.0,16.0,4.0,7000.0,626.0,2013,591,5.02427518,5.391671088,success,success
1152,Others,Android,17.78,no,no,5.0,0.3,16.0,4.0,4100.0,319.8,2013,939,4.428790939,5.006627273,failure,failure
1153,Others,Android,17.78,no,no,5.0,0.3,32.0,4.0,4000.0,340.2,2013,621,4.399006655,4.69217323,success,failure
1154,Others,Android,17.78,no,no,3.15,0.3,32.0,4.0,2000.0,372.0,2013,855,4.418238017,4.862753811,success,failure
1155,HTC,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2018,687,4.757719584,5.299616522,success,failure
1156,HTC,Android,15.24,yes,no,13.0,13.0,128.0,4.0,3600.0,175.0,2018,682,4.668426636,5.701813872,success,failure
1157,HTC,Android,15.24,yes,no,13.0,10.5,64.0,4.0,3500.0,188.0,2018,384,5.414588148,6.478325293,success,success
1158,HTC,Android,15.24,yes,no,13.0,8.0,32.0,4.0,2965.0,157.5,2018,537,4.806640562,5.521940803,success,success
1159,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2730.0,137.0,2018,708,4.065945088,4.864452784,success,failure
1160,HTC,Android,15.24,yes,no,12.0,10.5,64.0,4.0,3930.0,185.0,2018,426,5.087411133,5.993687075,success,success
1161,HTC,Android,15.24,yes,no,12.0,8.0,128.0,4.0,3930.0,188.0,2017,561,4.669364898,6.492724566,success,success
1162,HTC,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2600.0,142.0,2017,859,4.664570529,5.34834486,success,failure
1163,HTC,Android,12.83,yes,no,12.0,16.0,128.0,4.0,3000.0,169.0,2017,634,5.099744469,5.916309874,success,failure
1164,HTC,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,175.0,2017,669,4.39432569,5.301163313,success,failure
1165,HTC,Android,12.88,yes,no,12.0,16.0,64.0,4.0,3000.0,170.0,2017,880,4.912140047,5.521020821,success,failure
1166,HTC,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2500.0,145.0,2017,774,4.789572909,5.016882407,success,failure
1167,HTC,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3200.0,174.0,2016,728,4.625364893,5.439426228,success,failure
1168,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,744,4.009875406,5.15282906,success,failure
1169,HTC,Android,12.83,yes,no,20.0,13.0,64.0,4.0,3000.0,165.0,2016,562,4.718409582,5.564903476,success,success
1170,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2700.0,155.0,2016,682,4.505681287,5.304050898,success,failure
1171,HTC,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,149.8,2016,948,4.562053895,5.019198525,failure,failure
1172,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2800.0,153.0,2016,714,4.543826556,5.393991117,success,failure
1173,HTC,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2200.0,142.0,2016,1031,4.259435182,5.304846009,failure,failure
1174,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,828,4.553771623,5.521540915,success,failure
1175,HTC,Android,12.83,yes,no,13.0,4.0,32.0,4.0,2800.0,156.0,2016,748,4.439351701,5.294158731,success,failure
1176,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,738,4.566325402,5.344437302,success,failure
1177,HTC,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,692,4.175770928,5.523578674,success,failure
1178,HTC,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,1001,4.746409298,5.698568908,failure,failure
1179,HTC,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2700.0,155.0,2016,703,4.493456196,5.481513541,success,failure
1180,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,597,4.609560534,5.243174567,success,success
1181,HTC,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2200.0,140.0,2016,699,4.100326634,5.140024788,success,failure
1182,HTC,Android,12.7,yes,no,5.0,1.3,32.0,4.0,2000.0,140.1,2016,790,3.852060664,4.237723145,success,failure
1183,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,170.0,2015,909,4.880526609,5.709996461,failure,failure
1184,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2015,559,4.131640347,5.601269752,success,success
